drift_event_id,control_name,control_type,severity,change_type,status,baseline_value,current_value,change_date,change_hour,operator_name,operator_email,approver_name,approver_email,change_reason,compliance_impact,is_regression,is_off_hours,risk_score,score_breakdown,classification
DRF00996,Control-59,Logging,Medium,Disable,Remediated,enabled=True,enabled=True,2025-12-30 14:49:00,14,Amitabh Jang,amitabh.jang@company.com,Isha Hernandez,isha.hernandez@company.com,Performance Tuning,NIST,False,False,40,"{""severity"": 15, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00656,Control-14,Logging,High,Modify,Mitigated,enabled=True,enabled=True,2025-12-30 16:20:00,16,Edward Hwang,edward.hwang@company.com,Rohan Garcia,rohan.garcia@company.com,Emergency Fix,ISO,False,False,55,"{""severity"": 30, ""status"": 5, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00887,Control-76,DLP,High,Update,Drifted,enabled=False,enabled=False,2025-12-30 17:37:00,17,Xiulan Martin,xiulan.martin@company.com,Anjali Perez,anjali.perez@company.com,Policy Change,PCI,True,False,95,"{""severity"": 30, ""status"": 30, ""change_type"": 5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00941,Control-80,Data_Protection,Low,Update,Mitigated,enabled=True,enabled=False,2025-12-31 20:57:00,20,Donald Pillai,donald.pillai@company.com,Priya Choi,priya.choi@company.com,Security Update,GDPR,True,False,25,"{""severity"": 5, ""status"": 5, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00889,Control-69,Logging,Medium,Enable,Mitigated,enabled=True,enabled=False,2026-01-02 00:39:00,0,Maria Sullivan,maria.sullivan@company.com,Deepika Martin,deepika.martin@company.com,Security Update,CIS,True,True,45,"{""severity"": 15, ""status"": 5, ""change_type"": -5, ""regression"": 10, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00884,Control-13,Encryption,Low,Rollback,Mitigated,enabled=True,enabled=False,2026-01-02 10:31:00,10,Nikhil Robinson,nikhil.robinson@company.com,Sophia Meyer,sophia.meyer@company.com,Emergency Fix,PCI,True,False,20,"{""severity"": 5, ""status"": 5, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00925,Control-66,Network_Segmentation,Info,Rollback,Compliant,enabled=True,enabled=False,2026-01-02 12:07:00,12,Maria Weber,maria.weber@company.com,Joshua Reilly,joshua.reilly@company.com,Security Update,NIST,True,False,0,"{""severity"": 0, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00818,Control-75,Data_Protection,Low,Modify,Remediated,enabled=True,enabled=False,2026-01-03 09:50:00,9,Nikhil Meyer,nikhil.meyer@company.com,Neha Jones,neha.jones@company.com,Troubleshooting,CIS,True,False,15,"{""severity"": 5, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00919,Control-12,Vulnerability,Critical,Disable,Drifted,enabled=False,enabled=False,2026-01-04 18:06:00,18,Meera Menon,meera.menon@company.com,William Miller,william.miller@company.com,Troubleshooting,CIS,True,False,125,"{""severity"": 40, ""status"": 30, ""change_type"": 25, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00929,Control-69,Cloud_Security,Critical,Update,Compliant,enabled=True,enabled=False,2026-01-05 12:16:00,12,Jeffrey Xu,jeffrey.xu@company.com,Stephen Sun,stephen.sun@company.com,Policy Change,GDPR,True,False,65,"{""severity"": 40, ""status"": -10, ""change_type"": 5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00725,Control-80,Encryption,Low,Remove,Drifted,enabled=False,enabled=True,2026-01-05 12:19:00,12,Jeffrey Martinez,jeffrey.martinez@company.com,Joshua Kelly,joshua.kelly@company.com,Emergency Fix,GDPR,False,False,65,"{""severity"": 5, ""status"": 30, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00528,Control-39,DLP,High,Enable,Under_Review,enabled=True,enabled=True,2026-01-05 17:29:00,17,Jonathan Lee,jonathan.lee@company.com,Yuki Pillai,yuki.pillai@company.com,Security Update,CIS,False,False,50,"{""severity"": 30, ""status"": 15, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00794,Control-58,Endpoint,Low,Remove,Mitigated,enabled=True,enabled=False,2026-01-07 12:17:00,12,Nikhil Reilly,nikhil.reilly@company.com,Joseph Verma,joseph.verma@company.com,Emergency Fix,PCI,True,False,40,"{""severity"": 5, ""status"": 5, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00667,Control-67,Network_Segmentation,Medium,Disable,Under_Review,enabled=False,enabled=True,2026-01-08 21:14:00,21,Joseph Ramirez,joseph.ramirez@company.com,Robert Patel,robert.patel@company.com,Security Update,NIST,False,False,65,"{""severity"": 15, ""status"": 15, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00858,Control-69,Vulnerability,Low,Rollback,Drifted,enabled=True,enabled=False,2026-01-08 23:47:00,23,Aditya Thompson,aditya.thompson@company.com,Pooja Jackson,pooja.jackson@company.com,Emergency Fix,GDPR,True,False,45,"{""severity"": 5, ""status"": 30, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00978,Control-21,Data_Protection,Medium,Rollback,Remediated,enabled=False,enabled=True,2026-01-10 02:08:00,2,David Harris,david.harris@company.com,Andrew Williams,andrew.williams@company.com,Security Update,CIS,False,True,25,"{""severity"": 15, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",BENIGN
DRF00892,Control-7,Cloud_Security,Critical,Enable,Compliant,enabled=False,enabled=False,2026-01-10 15:04:00,15,Matthew Rodriguez,matthew.rodriguez@company.com,Sophia Li,sophia.li@company.com,Emergency Fix,CIS,True,False,55,"{""severity"": 40, ""status"": -10, ""change_type"": -5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00964,Control-81,Encryption,Low,Enable,Mitigated,enabled=False,enabled=True,2026-01-10 15:11:00,15,Leila Johnson,leila.johnson@company.com,Anjali Pillai,anjali.pillai@company.com,Security Update,CIS,False,False,15,"{""severity"": 5, ""status"": 5, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00517,Control-74,Vulnerability,High,Disable,Remediated,enabled=True,enabled=False,2026-01-11 15:02:00,15,Stephen Fischer,stephen.fischer@company.com,Isha Huang,isha.huang@company.com,Performance Tuning,GDPR,True,False,75,"{""severity"": 30, ""status"": -10, ""change_type"": 25, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00745,Control-21,Firewall,Info,Modify,Drifted,enabled=False,enabled=False,2026-01-12 02:18:00,2,Robert Connor,robert.connor@company.com,Joshua Perez,joshua.perez@company.com,Troubleshooting,,True,True,50,"{""severity"": 0, ""status"": 30, ""change_type"": 10, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 0}",BENIGN
DRF00506,Control-78,Vulnerability,Medium,Disable,Remediated,enabled=False,enabled=True,2026-01-13 06:38:00,6,Anjali Lee,anjali.lee@company.com,Raja Murphy,raja.murphy@company.com,Performance Tuning,PCI,False,True,50,"{""severity"": 15, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00591,Control-10,Firewall,Critical,Remove,Mitigated,enabled=False,enabled=False,2026-01-15 05:47:00,5,Paul Thomas,paul.thomas@company.com,Michael Murphy,michael.murphy@company.com,Emergency Fix,GDPR,True,True,105,"{""severity"": 40, ""status"": 5, ""change_type"": 20, ""regression"": 20, ""off_hours"": 10, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00608,Control-63,Access_Control,Low,Disable,Mitigated,enabled=True,enabled=True,2026-01-15 10:40:00,10,Anjali Johnson,anjali.johnson@company.com,Leila Quinn,leila.quinn@company.com,Policy Change,ISO,False,False,45,"{""severity"": 5, ""status"": 5, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00807,Control-18,Endpoint,High,Update,Under_Review,enabled=False,enabled=False,2026-01-15 15:44:00,15,Michael Muller,michael.muller@company.com,Diya Robinson,diya.robinson@company.com,Policy Change,PCI,True,False,80,"{""severity"": 30, ""status"": 15, ""change_type"": 5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00634,Control-48,Data_Protection,Medium,Update,Drifted,enabled=True,enabled=False,2026-01-16 17:46:00,17,Varun Martin,varun.martin@company.com,Sofia Thomas,sofia.thomas@company.com,Security Update,PCI,True,False,70,"{""severity"": 15, ""status"": 30, ""change_type"": 5, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00942,Control-36,Data_Protection,High,Remove,Compliant,enabled=False,enabled=True,2026-01-16 22:08:00,22,Meera Sun,meera.sun@company.com,Andrew Lim,andrew.lim@company.com,Performance Tuning,,False,False,40,"{""severity"": 30, ""status"": -10, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",MEDIUM_DRIFT
DRF00650,Control-90,Firewall,Low,Enable,Drifted,enabled=True,enabled=True,2026-01-17 18:53:00,18,Richard Das,richard.das@company.com,Charles Martin,charles.martin@company.com,Performance Tuning,NIST,False,False,40,"{""severity"": 5, ""status"": 30, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00775,Control-19,Data_Protection,Medium,Disable,Drifted,enabled=False,enabled=False,2026-01-18 21:33:00,21,Nikhil Li,nikhil.li@company.com,Leila Reilly,leila.reilly@company.com,Policy Change,PCI,True,False,90,"{""severity"": 15, ""status"": 30, ""change_type"": 25, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00055,Control-38,Data_Protection,High,Remove,Drifted,enabled=False,enabled=True,2026-01-21 10:54:40,10,Sophia Lopez,sophia.lopez@company.com,Edward Smith,edward.smith@company.com,Troubleshooting,GD,False,False,90,"{""severity"": 30, ""status"": 30, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00330,Control-12,Network_Segmentation,Critical,Disable,Compliant,enabled=True,enabled=False,2026-01-21 10:54:40,10,Mark Pillai,mark.pillai@company.com,Rajesh Patel,rajesh.patel@company.com,Security Update,IS,True,False,85,"{""severity"": 40, ""status"": -10, ""change_type"": 25, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00027,Control-39,Logging,Medium,Rollback,Compliant,enabled=True,enabled=False,2026-01-21 10:54:40,10,Aditya Jones,aditya.jones@company.com,Amara Sanchez,amara.sanchez@company.com,Performance Tuning,IS,True,False,25,"{""severity"": 15, ""status"": -10, ""change_type"": 0, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00245,Control-74,Firewall,Critical,Disable,Remediated,enabled=False,enabled=False,2026-01-21 10:54:40,10,Nicholas Martinez,nicholas.martinez@company.com,Ryan Davis,ryan.davis@company.com,Security Update,,True,False,75,"{""severity"": 40, ""status"": -10, ""change_type"": 25, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 0}",CRITICAL_DRIFT
DRF00063,Control-43,Logging,Info,Update,Drifted,enabled=False,enabled=False,2026-01-22 10:54:40,10,Joseph Reddy,joseph.reddy@company.com,Aditya Moore,aditya.moore@company.com,Performance Tuning,GD,True,False,45,"{""severity"": 0, ""status"": 30, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00336,Control-84,Access_Control,Medium,Rollback,Compliant,enabled=False,enabled=True,2026-01-22 10:54:40,10,Nadia Johnson,nadia.johnson@company.com,George Jones,george.jones@company.com,Emergency Fix,,False,False,5,"{""severity"": 15, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",BENIGN
DRF00304,Control-72,Access_Control,Critical,Update,Remediated,enabled=True,enabled=True,2026-01-22 10:54:40,10,Matthew Williams,matthew.williams@company.com,Neha Martinez,neha.martinez@company.com,Emergency Fix,,False,False,35,"{""severity"": 40, ""status"": -10, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",MEDIUM_DRIFT
DRF00110,Control-70,Firewall,Medium,Enable,Remediated,enabled=True,enabled=True,2026-01-22 10:54:40,10,Kevin Bhat,kevin.bhat@company.com,Xiulan Rao,xiulan.rao@company.com,Troubleshooting,,False,False,0,"{""severity"": 15, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",BENIGN
DRF00344,Control-47,Data_Protection,Medium,Remove,Compliant,enabled=False,enabled=False,2026-01-22 10:54:40,10,Amitabh Lewis,amitabh.lewis@company.com,George Anderson,george.anderson@company.com,Security Update,NI,True,False,45,"{""severity"": 15, ""status"": -10, ""change_type"": 20, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00178,Control-87,Encryption,Info,Modify,Compliant,enabled=False,enabled=True,2026-01-23 10:54:40,10,Christopher Robinson,christopher.robinson@company.com,Anthony Reddy,anthony.reddy@company.com,Troubleshooting,IS,False,False,10,"{""severity"": 0, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00284,Control-15,Data_Protection,Low,Update,Mitigated,enabled=False,enabled=True,2026-01-23 10:54:40,10,Akshay Kumar,akshay.kumar@company.com,Sophia Mishra,sophia.mishra@company.com,Policy Change,PC,False,False,25,"{""severity"": 5, ""status"": 5, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00070,Control-72,Encryption,High,Update,Under_Review,enabled=True,enabled=True,2026-01-23 10:54:40,10,Aisha Smith,aisha.smith@company.com,Ryan Williams,ryan.williams@company.com,Security Update,,False,False,50,"{""severity"": 30, ""status"": 15, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",HIGH_DRIFT
DRF00462,Control-53,Logging,High,Remove,Compliant,enabled=False,enabled=False,2026-01-23 10:54:40,10,Eric Jones,eric.jones@company.com,Timothy Perez,timothy.perez@company.com,Performance Tuning,,True,False,60,"{""severity"": 30, ""status"": -10, ""change_type"": 20, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 0}",HIGH_DRIFT
DRF00408,Control-1,Vulnerability,Low,Rollback,Compliant,enabled=False,enabled=False,2026-01-23 10:54:40,10,Rohan Robinson,rohan.robinson@company.com,Kenneth Martin,kenneth.martin@company.com,Policy Change,GD,True,False,5,"{""severity"": 5, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00433,Control-23,Firewall,High,Remove,Under_Review,enabled=True,enabled=True,2026-01-23 10:54:40,10,Fatima Moore,fatima.moore@company.com,Charles Robinson,charles.robinson@company.com,Policy Change,CI,False,False,75,"{""severity"": 30, ""status"": 15, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00046,Control-30,Access_Control,Info,Enable,Compliant,enabled=False,enabled=True,2026-01-23 10:54:40,10,Timothy Kumar,timothy.kumar@company.com,Pooja Mishra,pooja.mishra@company.com,Policy Change,GD,False,False,0,"{""severity"": 0, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00411,Control-30,Data_Protection,Info,Remove,Compliant,enabled=False,enabled=True,2026-01-23 10:54:40,10,Edward Singh,edward.singh@company.com,Andrew Moore,andrew.moore@company.com,Performance Tuning,NI,False,False,20,"{""severity"": 0, ""status"": -10, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00222,Control-57,DLP,Critical,Disable,Under_Review,enabled=False,enabled=False,2026-01-23 10:54:40,10,Eric Bhat,eric.bhat@company.com,Pooja Mishra,pooja.mishra@company.com,Emergency Fix,CI,True,False,110,"{""severity"": 40, ""status"": 15, ""change_type"": 25, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00360,Control-22,Cloud_Security,Critical,Rollback,Compliant,enabled=False,enabled=True,2026-01-24 10:54:40,10,Neha Thomas,neha.thomas@company.com,Vikram Gonzalez,vikram.gonzalez@company.com,Emergency Fix,NI,False,False,40,"{""severity"": 40, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00334,Control-71,Firewall,Medium,Remove,Mitigated,enabled=True,enabled=False,2026-01-24 10:54:40,10,Varun Lopez,varun.lopez@company.com,Amara Taylor,amara.taylor@company.com,Emergency Fix,CI,True,False,60,"{""severity"": 15, ""status"": 5, ""change_type"": 20, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00316,Control-18,Firewall,High,Enable,Remediated,enabled=True,enabled=True,2026-01-24 10:54:40,10,Robert Rodriguez,robert.rodriguez@company.com,Isha Lopez,isha.lopez@company.com,Troubleshooting,,False,False,15,"{""severity"": 30, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",BENIGN
DRF00080,Control-80,Encryption,Medium,Disable,Compliant,enabled=False,enabled=True,2026-01-24 10:54:40,10,Aisha Young,aisha.young@company.com,Daniel Taylor,daniel.taylor@company.com,Troubleshooting,,False,False,30,"{""severity"": 15, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",MEDIUM_DRIFT
DRF00482,Control-69,DLP,Critical,Update,Compliant,enabled=True,enabled=True,2026-01-25 10:54:40,10,Robert Lopez,robert.lopez@company.com,Harsh Das,harsh.das@company.com,Security Update,NI,False,False,45,"{""severity"": 40, ""status"": -10, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00064,Control-1,Data_Protection,High,Rollback,Drifted,enabled=True,enabled=False,2026-01-25 10:54:40,10,William Lewis,william.lewis@company.com,Neha Pillai,neha.pillai@company.com,Security Update,CI,True,False,90,"{""severity"": 30, ""status"": 30, ""change_type"": 0, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00339,Control-72,Vulnerability,Medium,Modify,Remediated,enabled=False,enabled=False,2026-01-25 10:54:40,10,Pooja Bhat,pooja.bhat@company.com,Jason Ghosh,jason.ghosh@company.com,Troubleshooting,IS,True,False,35,"{""severity"": 15, ""status"": -10, ""change_type"": 10, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00049,Control-63,Firewall,Critical,Enable,Remediated,enabled=False,enabled=False,2026-01-25 10:54:40,10,George Clark,george.clark@company.com,Zainab Bhat,zainab.bhat@company.com,Troubleshooting,GD,True,False,55,"{""severity"": 40, ""status"": -10, ""change_type"": -5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00042,Control-49,Firewall,Critical,Modify,Under_Review,enabled=False,enabled=True,2026-01-25 10:54:40,10,Richard Lee,richard.lee@company.com,Zainab Harris,zainab.harris@company.com,Emergency Fix,PC,False,False,75,"{""severity"": 40, ""status"": 15, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00151,Control-27,Endpoint,High,Modify,Remediated,enabled=True,enabled=True,2026-01-26 10:54:40,10,Joseph Moore,joseph.moore@company.com,Maria Lewis,maria.lewis@company.com,Policy Change,PC,False,False,40,"{""severity"": 30, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00291,Control-22,Logging,Low,Disable,Under_Review,enabled=True,enabled=True,2026-01-26 10:54:40,10,Stephen Harris,stephen.harris@company.com,Kevin Young,kevin.young@company.com,Policy Change,IS,False,False,55,"{""severity"": 5, ""status"": 15, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00120,Control-48,Endpoint,Low,Update,Under_Review,enabled=False,enabled=False,2026-01-26 10:54:40,10,Harsh Das,harsh.das@company.com,William Williams,william.williams@company.com,Security Update,,True,False,25,"{""severity"": 5, ""status"": 15, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",BENIGN
DRF00430,Control-87,Encryption,High,Update,Drifted,enabled=True,enabled=True,2026-01-26 10:54:40,10,Jeffrey Martin,jeffrey.martin@company.com,Pooja Menon,pooja.menon@company.com,Security Update,CI,False,False,75,"{""severity"": 30, ""status"": 30, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00174,Control-34,DLP,Low,Disable,Drifted,enabled=True,enabled=True,2026-01-26 10:54:40,10,Raja Sanchez,raja.sanchez@company.com,Aditya Singh,aditya.singh@company.com,Security Update,CI,False,False,70,"{""severity"": 5, ""status"": 30, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00386,Control-41,Vulnerability,Critical,Rollback,Drifted,enabled=False,enabled=True,2026-01-27 10:54:40,10,Aditya Robinson,aditya.robinson@company.com,Nadia Hernandez,nadia.hernandez@company.com,Performance Tuning,NI,False,False,80,"{""severity"": 40, ""status"": 30, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00379,Control-22,Cloud_Security,Medium,Disable,Mitigated,enabled=True,enabled=False,2026-01-27 10:54:40,10,Nikhil Johnson,nikhil.johnson@company.com,Shruti Robinson,shruti.robinson@company.com,Security Update,GD,True,False,65,"{""severity"": 15, ""status"": 5, ""change_type"": 25, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00400,Control-68,Vulnerability,Low,Rollback,Under_Review,enabled=True,enabled=False,2026-01-27 10:54:40,10,Larry Singh,larry.singh@company.com,Zainab Ghosh,zainab.ghosh@company.com,Security Update,NI,True,False,30,"{""severity"": 5, ""status"": 15, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00175,Control-34,Endpoint,Medium,Remove,Under_Review,enabled=True,enabled=False,2026-01-27 10:54:40,10,Thomas Clark,thomas.clark@company.com,Andrew Singh,andrew.singh@company.com,Security Update,,True,False,60,"{""severity"": 15, ""status"": 15, ""change_type"": 20, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 0}",MEDIUM_DRIFT
DRF00016,Control-89,Cloud_Security,High,Disable,Compliant,enabled=True,enabled=True,2026-01-27 10:54:40,10,Anjali Verma,anjali.verma@company.com,Vikram Reddy,vikram.reddy@company.com,Performance Tuning,PC,False,False,55,"{""severity"": 30, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00407,Control-93,Vulnerability,Low,Rollback,Remediated,enabled=False,enabled=True,2026-01-27 10:54:40,10,Richard Verma,richard.verma@company.com,Yuki Lee,yuki.lee@company.com,Performance Tuning,IS,False,False,5,"{""severity"": 5, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00157,Control-76,Vulnerability,Medium,Remove,Under_Review,enabled=False,enabled=True,2026-01-28 10:54:40,10,Isha Jackson,isha.jackson@company.com,Ronald Das,ronald.das@company.com,Emergency Fix,,False,False,50,"{""severity"": 15, ""status"": 15, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",MEDIUM_DRIFT
DRF00365,Control-54,Cloud_Security,High,Disable,Under_Review,enabled=True,enabled=True,2026-01-28 10:54:40,10,Amara Kumar,amara.kumar@company.com,Christopher Thompson,christopher.thompson@company.com,Performance Tuning,GD,False,False,80,"{""severity"": 30, ""status"": 15, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00390,Control-97,Access_Control,Info,Update,Mitigated,enabled=True,enabled=False,2026-01-28 10:54:40,10,James Bhat,james.bhat@company.com,Akshay Garcia,akshay.garcia@company.com,Policy Change,IS,True,False,20,"{""severity"": 0, ""status"": 5, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00052,Control-6,Logging,High,Disable,Remediated,enabled=False,enabled=False,2026-01-28 10:54:40,10,Rajesh Bhat,rajesh.bhat@company.com,Aisha Reddy,aisha.reddy@company.com,Troubleshooting,NI,True,False,75,"{""severity"": 30, ""status"": -10, ""change_type"": 25, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00058,Control-26,Logging,Medium,Disable,Remediated,enabled=True,enabled=True,2026-01-28 10:54:40,10,Amitabh Sharma,amitabh.sharma@company.com,Joshua Jones,joshua.jones@company.com,Troubleshooting,NI,False,False,40,"{""severity"": 15, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00288,Control-99,Endpoint,Medium,Remove,Remediated,enabled=False,enabled=True,2026-01-28 10:54:40,10,Nicholas Lopez,nicholas.lopez@company.com,Riya Mishra,riya.mishra@company.com,Emergency Fix,PC,False,False,35,"{""severity"": 15, ""status"": -10, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00299,Control-97,Network_Segmentation,Info,Disable,Mitigated,enabled=False,enabled=False,2026-01-29 10:54:40,10,Shruti Ramirez,shruti.ramirez@company.com,James Nair,james.nair@company.com,Policy Change,,True,False,30,"{""severity"": 0, ""status"": 5, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",BENIGN
DRF00489,Control-33,Access_Control,High,Enable,Drifted,enabled=False,enabled=False,2026-01-29 10:54:40,10,Jason Rao,jason.rao@company.com,Shruti Gonzalez,shruti.gonzalez@company.com,Emergency Fix,CI,True,False,85,"{""severity"": 30, ""status"": 30, ""change_type"": -5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00467,Control-20,Vulnerability,High,Enable,Drifted,enabled=False,enabled=True,2026-01-29 10:54:40,10,Meera Mishra,meera.mishra@company.com,George Nair,george.nair@company.com,Policy Change,PC,False,False,65,"{""severity"": 30, ""status"": 30, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
